date,home_team,away_team,actual_total,minimum_line,sim_mean,hit_rate,cushion,hit_over
2025-03-26,Loyola Chicago,Kent St.,134,134.5,146.7,75.0,12.2,False
2025-03-26,UC Irvine,UAB,158,146.5,158.3,78.8,11.8,True
2025-03-25,Oklahoma St.,North Texas,120,131.0,143.2,81.0,12.2,False
2025-03-25,Bradley,Chattanooga,132,149.0,160.9,78.7,11.9,False
2025-03-23,UC Irvine,Jacksonville St.,127,133.5,145.4,78.8,11.9,False
2025-03-23,Stanford,Kent St.,152,136.5,148.7,77.2,12.2,True
2025-03-23,San Francisco,Loyola Chicago,153,137.0,149.2,76.4,12.2,True
2025-03-23,Santa Clara,UAB,172,157.0,169.1,72.8,12.1,True
2025-03-23,North Texas,Arkansas St.,128,133.5,145.5,78.9,12.0,False
2025-03-23,SMU,Oklahoma St.,168,147.0,158.8,79.4,11.8,True
2025-03-22,Chattanooga,Dayton,159,153.0,165.1,84.2,12.1,True
2025-03-22,George Mason,Bradley,142,130.5,142.3,77.6,11.8,True
2025-03-19,North Texas,Furman,139,132.5,144.3,81.6,11.8,True
2025-03-19,SMU,Northern Iowa,136,142.5,154.3,81.7,11.8,False
2025-03-19,UC Irvine,Northern Colorado,154,142.0,153.8,76.3,11.8,True
2025-03-19,San Francisco,Utah Valley,149,138.0,150.1,78.0,12.1,True
2025-03-19,George Mason,Samford,155,140.0,151.9,75.3,11.9,True
2025-03-19,San Jose St.,Loyola Chicago,143,138.0,150.2,75.5,12.2,True
2025-03-19,Saint Joseph's,UAB,134,151.0,163.2,84.5,12.2,False
2025-03-19,Bradley,North Alabama,133,143.0,155.0,78.0,12.0,False
2025-03-19,Florida Atlantic,Dayton,165,151.5,163.7,80.4,12.2,True
2025-03-18,Middle Tennessee,Chattanooga,212,150.5,162.6,80.0,12.1,True
2025-03-18,Santa Clara,UC Riverside,163,150.5,162.6,71.8,12.1,True
2025-03-18,St. Bonaventure,Kent St.,131,128.0,139.9,77.4,11.9,True
2025-03-18,Oklahoma St.,Wichita St.,168,142.0,153.9,78.3,11.9,True
2025-03-18,Georgia Tech,Jacksonville St.,145,136.5,148.5,79.1,12.0,True
2025-03-18,Arkansas St.,Saint Louis,181,145.5,157.5,78.8,12.0,True
2025-03-18,Stanford,Cal St. Northridge,157,146.5,158.6,79.3,12.1,True
2025-03-15,Bryant,Maine,138,137.0,149.2,81.2,12.2,True
2025-03-12,American,Navy,126,134.5,146.7,78.6,12.2,False
2025-03-11,Bryant,Albany,169,148.5,160.5,79.1,12.0,True
2025-03-11,Central Connecticut,Saint Francis,89,130.5,142.3,79.8,11.8,False
2025-03-11,Vermont,Maine,99,122.5,134.4,84.4,11.9,False
2025-03-09,Nebraska,Iowa,151,152.5,164.7,70.8,12.2,False
2025-03-09,Temple,North Texas,127,138.0,149.9,79.4,11.9,False
2025-03-09,American,Colgate,134,138.0,150.0,78.3,12.0,False
2025-03-09,Bucknell,Navy,160,140.0,152.0,75.7,12.0,True
2025-03-09,Washington,Oregon,153,143.0,154.8,82.1,11.8,True
2025-03-09,Tulane,UAB,153,153.5,165.5,82.0,12.0,False
2025-03-09,Lipscomb,North Alabama,141,143.5,155.4,77.7,11.9,False
2025-03-09,Charlotte,UTSA,163,146.0,158.2,81.6,12.2,True
2025-03-09,Wichita St.,Tulsa,136,138.0,149.8,74.6,11.8,False
2025-03-09,Michigan St.,Michigan,141,138.0,149.8,75.9,11.8,True
2025-03-09,Rutgers,Minnesota,142,141.5,153.3,81.0,11.8,True
2025-03-09,Florida Atlantic,East Carolina,134,149.0,161.2,79.1,12.2,False
2025-03-08,Pittsburgh,Boston College,160,141.5,153.3,76.3,11.8,True
2025-03-08,Louisiana Tech,UTEP,134,137.5,149.4,82.4,11.9,False
2025-03-08,Albany,Binghamton,135,140.0,152.2,80.7,12.2,False
2025-03-08,Connecticut,Seton Hall,131,130.5,142.4,78.5,11.9,True
2025-03-08,Central Connecticut,Fairleigh Dickinson,148,129.5,141.3,76.0,11.8,True
2025-03-08,Middle Tennessee,FIU,134,134.5,146.5,82.7,12.0,False
2025-03-08,Bethune Cookman,Florida A&M,151,141.5,153.7,79.9,12.2,True
2025-03-08,Tarleton St.,Utah Valley,137,125.5,137.7,83.2,12.2,True
2025-03-08,Florida St.,SMU,145,145.5,157.5,79.4,12.0,False
2025-03-08,Rhode Island,Fordham,153,153.0,165.1,77.4,12.1,False
2025-03-08,San Jose St.,Fresno St.,160,141.5,153.6,73.3,12.1,True
2025-03-08,BYU,Utah,159,152.5,164.4,81.4,11.9,True
2025-03-08,Creighton,Butler,161,152.0,163.9,86.8,11.9,True
2025-03-08,Georgia,Vanderbilt,147,146.5,158.3,79.2,11.8,True
2025-03-08,Saint Louis,Duquesne,178,137.0,149.0,83.4,12.0,True
2025-03-08,North Carolina,Duke,151,152.0,163.9,75.4,11.9,False
2025-03-08,Saint Peter's,Canisius,132,132.0,143.8,76.1,11.8,False
2025-03-08,Manhattan,Siena,144,149.0,160.8,80.5,11.8,False
2025-03-08,Clemson,Virginia Tech,112,134.0,146.0,81.9,12.0,False
2025-03-08,Harvard,Dartmouth,124,133.5,145.6,79.0,12.1,False
2025-03-08,Long Beach St.,Cal Poly,152,152.0,164.1,78.3,12.1,False
2025-03-08,Syracuse,Virginia,154,139.5,151.6,78.2,12.1,True
2025-03-08,Cornell,Columbia,181,165.5,177.6,81.5,12.1,True
2025-03-08,Oklahoma St.,Cincinnati,145,136.0,147.8,75.4,11.8,True
2025-03-08,Richmond,George Mason,124,127.0,139.0,77.7,12.0,False
2025-03-08,Notre Dame,California,222,142.0,153.8,75.8,11.8,True
2025-03-08,Louisville,Stanford,116,143.5,155.3,79.0,11.8,False
2025-03-08,Utah Tech,Seattle,135,135.5,147.6,77.6,12.1,False
2025-03-08,Indiana,Ohio St.,126,142.0,154.2,77.8,12.2,False
2025-03-08,Mississippi Valley St.,Jackson St.,128,132.5,144.7,73.2,12.2,False
2025-03-08,DePaul,Georgetown,160,139.5,151.4,78.6,11.9,True
2025-03-08,Cal St. Fullerton,UC Riverside,123,140.0,152.2,77.7,12.2,False
2025-03-08,Massachusetts,Loyola Chicago,125,138.5,150.7,72.2,12.2,False
2025-03-08,Wisconsin,Penn St.,161,150.0,162.2,78.2,12.2,True
2025-03-08,Texas,Oklahoma,148,149.0,161.1,79.5,12.1,False
2025-03-08,Mount St. Mary's,Marist,114,127.5,139.4,77.7,11.9,False
2025-03-08,Arkansas,Mississippi St.,185,144.0,155.9,80.3,11.9,True
2025-03-08,Florida,Mississippi,161,151.0,163.0,80.7,12.0,True
2025-03-08,Arizona St.,Texas Tech,142,148.5,160.7,73.4,12.2,False
2025-03-08,Prairie View A&M,Texas Southern,148,138.5,150.5,75.2,12.0,True
2025-03-08,Miami FL,N.C. State,142,147.5,159.6,74.0,12.1,False
2025-03-08,San Diego St.,Nevada,141,132.0,144.0,79.1,12.0,True
2025-03-08,LSU,Texas A&M,118,135.0,147.2,79.2,12.2,False
2025-03-08,Vermont,New Hampshire,121,128.0,139.8,79.3,11.8,False
2025-03-08,Sam Houston St.,New Mexico St.,145,138.5,150.4,77.3,11.9,True
2025-03-08,Rider,Niagara,153,140.5,152.4,81.8,11.9,True
2025-03-08,Davidson,St. Bonaventure,125,133.0,145.1,82.2,12.1,False
2025-03-08,Fairfield,Quinnipiac,157,139.5,151.6,80.9,12.1,True
2025-03-08,Colorado,TCU,132,129.5,141.6,78.5,12.1,True
2025-03-08,UC Santa Barbara,UC Irvine,185,136.0,148.0,77.2,12.0,True
2025-03-08,UC Davis,UC San Diego,125,130.0,141.9,80.2,11.9,False
2025-03-08,Wake Forest,Georgia Tech,112,133.5,145.4,77.2,11.9,False
2025-03-08,Western Kentucky,Liberty,151,138.5,150.4,78.5,11.9,True
2025-03-08,Cal Baptist,UT Arlington,138,142.5,154.5,80.1,12.0,False
2025-03-08,Abilene Christian,Grand Canyon,163,134.5,146.3,83.0,11.8,True
2025-03-08,UCLA,USC,153,141.5,153.6,79.1,12.1,True
2025-03-08,Cal St. Northridge,Hawaii,155,143.0,155.1,82.1,12.1,True
2025-03-08,Baylor,Houston,126,134.0,146.1,74.6,12.1,False
2025-03-08,La Salle,Saint Joseph's,155,141.0,152.8,80.7,11.8,True
2025-03-08,Kansas St.,Iowa St.,130,135.5,147.5,78.8,12.0,False
2025-03-08,Maryland,Northwestern,135,137.0,149.1,81.0,12.1,False
2025-03-08,LIU,Saint Francis,139,128.0,140.2,80.3,12.2,True
2025-03-08,Bryant,UMBC,159,158.0,170.1,79.7,12.1,True
2025-03-08,Kansas,Arizona,159,147.5,159.5,73.5,12.0,True
2025-03-08,Maine,UMass Lowell,136,141.5,153.4,80.1,11.9,False
2025-03-08,Jacksonville St.,Kennesaw St.,144,140.5,152.5,86.3,12.0,True
2025-03-08,Princeton,Penn,166,143.0,154.8,78.0,11.8,True
2025-03-08,Xavier,Providence,144,146.0,157.8,80.6,11.8,False
2025-03-08,West Virginia,UCF,137,139.5,151.4,82.4,11.9,False
2025-03-08,Iona,Sacred Heart,178,142.5,154.7,81.6,12.2,True
2025-03-08,Missouri,Kentucky,174,162.5,174.4,73.8,11.9,True
2025-03-08,Marquette,St. John's,170,136.0,147.8,79.0,11.8,True
2025-03-08,Grambling St.,Alabama St.,106,129.5,141.4,77.8,11.9,False
2025-03-08,Brown,Yale,131,140.0,151.9,80.9,11.9,False
2025-03-08,Southern,Alabama A&M,128,134.0,146.0,78.2,12.0,False
2025-03-08,Auburn,Alabama,184,161.5,173.7,78.0,12.2,True
2025-03-08,Tennessee,South Carolina,140,131.0,143.1,78.9,12.1,True
2025-03-08,Utah St.,Air Force,134,145.0,157.1,83.4,12.1,False
2025-03-08,Arkansas Pine Bluff,Alcorn St.,128,142.0,154.1,77.5,12.1,False
2025-03-07,Central Michigan,Northern Illinois,164,139.0,151.0,77.0,12.0,True
2025-03-07,Toledo,Ohio,178,160.0,172.2,78.6,12.2,True
2025-03-07,Kent St.,Eastern Michigan,146,140.0,152.2,77.0,12.2,True
2025-03-07,VCU,Dayton,155,142.5,154.5,86.5,12.0,True
2025-03-07,New Mexico,UNLV,148,136.5,148.4,80.7,11.9,True
2025-03-07,Memphis,South Florida,152,141.5,153.4,78.9,11.9,True
2025-03-07,Boise St.,Colorado St.,156,141.5,153.5,80.4,12.0,True
2025-03-07,Miami OH,Ball St.,145,145.5,157.3,81.2,11.8,False
2025-03-07,Bowling Green,Western Michigan,127,140.5,152.4,80.0,11.9,False
2025-03-07,Akron,Buffalo,158,153.0,164.8,78.9,11.8,True
2025-03-07,Illinois,Purdue,168,156.0,168.0,77.5,12.0,True
2025-03-06,Marist,Merrimack,128,119.5,131.4,80.2,11.9,True
2025-03-06,Mississippi Valley St.,Alcorn St.,136,128.5,140.3,73.8,11.8,True
2025-03-06,Middle Tennessee,Liberty,167,138.5,150.6,77.4,12.1,True
2025-03-06,Colgate,Army,139,144.5,156.4,75.5,11.9,False
2025-03-06,Southern Utah,Seattle,101,130.0,142.2,77.1,12.2,False
2025-03-06,Coppin St.,Morgan St.,157,138.0,150.1,76.1,12.1,True
2025-03-06,Abilene Christian,Utah Valley,133,132.0,143.8,82.6,11.8,True
2025-03-06,American,Lafayette,140,129.5,141.3,80.2,11.8,True
2025-03-06,Quinnipiac,Mount St. Mary's,149,139.0,151.0,77.8,12.0,True
2025-03-06,Arkansas Pine Bluff,Jackson St.,145,146.0,158.0,73.9,12.0,False
2025-03-06,Iowa,Michigan St.,175,150.0,162.1,74.2,12.1,True
2025-03-06,North Alabama,Jacksonville,141,139.5,151.4,77.8,11.9,True
2025-03-06,Saint Peter's,Niagara,146,128.0,140.0,80.1,12.0,True
2025-03-06,UAB,Florida Atlantic,169,159.5,171.7,79.0,12.2,True
2025-03-06,Bucknell,Loyola MD,148,139.0,150.9,78.7,11.9,True
2025-03-06,Rider,Canisius,128,145.0,156.8,77.5,11.8,False
2025-03-06,Western Kentucky,FIU,143,133.5,145.4,85.6,11.9,True
2025-03-06,Rice,Wichita St.,122,140.0,151.8,78.5,11.8,False
2025-03-06,Youngstown St.,Purdue Fort Wayne,139,146.0,157.8,75.5,11.8,False
2025-03-06,Cal St. Bakersfield,Hawaii,140,139.5,151.5,84.9,12.0,True
2025-03-06,Southern,Alabama St.,131,133.0,144.8,76.1,11.8,False
2025-03-06,Howard,Norfolk St.,150,149.5,161.4,81.2,11.9,True
2025-03-06,Milwaukee,Oakland,136,140.5,152.3,77.8,11.8,False
2025-03-06,Delaware St.,Maryland Eastern Shore,143,145.5,157.3,76.7,11.8,False
2025-03-06,Cal Baptist,Tarleton St.,116,123.5,135.6,82.6,12.1,False
2025-03-06,UC Davis,UC Irvine,147,128.5,140.5,77.6,12.0,True
2025-03-06,Lipscomb,Queens,156,145.5,157.4,75.2,11.9,True
2025-03-06,Boston University,Navy,164,134.0,146.2,77.5,12.2,True
2025-03-06,Cal Poly,Cal St. Fullerton,161,149.0,160.8,75.8,11.8,True
2025-03-06,Grambling St.,Alabama A&M,118,130.5,142.4,80.4,11.9,False
2025-03-06,Cleveland St.,Northern Kentucky,131,134.0,146.1,80.9,12.1,False
2025-03-06,Sam Houston St.,UTEP,176,147.0,159.0,85.7,12.0,True
2025-03-06,UC Riverside,Cal St. Northridge,173,152.0,163.8,77.4,11.8,True
2025-03-06,South Carolina St.,North Carolina Central,158,143.5,155.5,80.5,12.0,True
2025-03-06,Siena,Fairfield,132,137.5,149.4,79.4,11.9,False
2025-03-06,Grand Canyon,Utah Tech,158,145.0,156.9,80.0,11.9,True
2025-03-06,Louisiana Tech,New Mexico St.,122,129.0,140.9,75.2,11.9,False
2025-03-06,Robert Morris,Wright St.,145,148.0,159.9,77.2,11.9,False
2025-03-06,North Texas,Charlotte,139,130.5,142.7,83.4,12.2,True
2025-03-06,Manhattan,Sacred Heart,164,156.5,168.4,80.0,11.9,True
2025-03-06,UC San Diego,Long Beach St.,133,136.0,147.8,79.1,11.8,False
2025-03-06,East Carolina,Tulane,137,142.5,154.6,80.9,12.1,False
2025-03-05,Minnesota,Wisconsin,141,139.5,151.5,81.7,12.0,True
2025-03-05,N.C. State,Pittsburgh,134,139.0,150.8,75.8,11.8,False
2025-03-05,Saint Francis,Wagner,113,124.5,136.6,82.9,12.1,False
2025-03-05,Boston College,Clemson,147,136.0,148.2,81.9,12.2,True
2025-03-05,Michigan,Maryland,136,140.5,152.6,75.2,12.1,False
2025-03-05,Connecticut,Marquette,138,143.5,155.4,81.2,11.9,False
2025-03-05,Saint Joseph's,Rhode Island,165,145.5,157.7,81.5,12.2,True
2025-03-05,USC,Washington,153,147.0,159.1,80.0,12.1,True
2025-03-05,Fairleigh Dickinson,Stonehill,127,138.5,150.7,78.4,12.2,False
2025-03-05,Cincinnati,Kansas St.,103,129.5,141.4,77.6,11.9,False
2025-03-05,LIU,Chicago St.,125,127.0,139.2,75.9,12.2,False
2025-03-05,Texas Tech,Colorado,166,142.5,154.7,76.7,12.2,True
2025-03-05,George Mason,La Salle,131,131.0,143.2,78.8,12.2,False
2025-03-05,UCF,Oklahoma St.,153,152.0,164.0,78.4,12.0,True
2025-03-05,Mississippi,Tennessee,154,137.0,149.2,78.2,12.2,True
2025-03-05,Louisville,California,153,146.5,158.4,79.4,11.9,True
2025-03-05,Notre Dame,Stanford,110,138.5,150.7,76.3,12.2,False
2025-03-05,Fordham,George Washington,139,145.0,157.2,79.9,12.2,False
2025-03-05,Providence,DePaul,157,141.5,153.6,77.7,12.1,True
2025-03-05,Oklahoma,Missouri,180,156.0,168.1,74.8,12.1,True
2025-03-05,Loyola Chicago,Davidson,154,139.5,151.6,79.6,12.1,True
2025-03-05,Butler,Xavier,169,153.0,164.8,87.7,11.8,True
2025-03-05,Alabama,Florida,193,164.5,176.7,80.1,12.2,True
2025-03-05,St. Bonaventure,Massachusetts,145,133.0,144.9,72.8,11.9,True
2025-03-05,Central Connecticut,Le Moyne,153,140.0,152.2,78.9,12.2,True
2025-03-04,Arizona,Arizona St.,213,153.0,164.9,74.7,11.9,True
2025-03-04,South Carolina,Georgia,137,135.5,147.3,78.6,11.8,True
2025-03-04,Toledo,Akron,183,165.5,177.4,80.1,11.9,True
2025-03-04,Western Michigan,Kent St.,153,137.5,149.4,77.0,11.9,True
2025-03-04,Purdue,Rutgers,171,153.0,165.0,78.5,12.0,True
2025-03-04,SMU,Syracuse,152,149.5,161.7,77.7,12.2,True
2025-03-04,Texas A&M,Auburn,155,142.0,153.9,78.7,11.9,True
2025-03-04,Lafayette,Holy Cross,137,136.0,147.8,83.5,11.8,True
2025-03-04,Virginia Tech,North Carolina,150,146.0,157.9,77.8,11.9,True
2025-03-04,Vermont,Albany,150,133.0,144.8,80.9,11.8,True
2025-03-04,Ball St.,Central Michigan,136,143.5,155.4,81.4,11.9,False
2025-03-04,Ohio,Eastern Michigan,162,150.5,162.3,79.1,11.8,True
2025-03-04,Oregon,Indiana,137,139.5,151.7,88.1,12.2,False
2025-03-04,Air Force,Boise St.,137,136.0,148.0,85.4,12.0,True
2025-03-04,UTSA,Memphis,145,149.0,161.1,79.8,12.1,False
2025-03-04,Maine,UMass Lowell,141,141.5,153.3,78.7,11.8,False
2025-03-04,Georgetown,Villanova,148,140.5,152.5,81.8,12.0,True
2025-03-04,Bryant,New Hampshire,146,143.0,155.2,77.9,12.2,True
2025-03-04,TCU,Baylor,119,135.0,146.8,75.2,11.8,False
2025-03-04,Tulsa,Temple,158,145.5,157.7,72.9,12.2,True
2025-03-04,Fresno St.,Wyoming,120,136.5,148.5,77.3,12.0,False
2025-03-04,Ohio St.,Nebraska,230,143.5,155.5,70.6,12.0,True
2025-03-04,Binghamton,NJIT,147,132.5,144.7,78.8,12.2,True
2025-03-04,Iowa St.,BYU,173,150.0,162.2,80.5,12.2,True
2025-03-04,Mississippi St.,Texas,169,148.5,160.3,79.3,11.8,True
2025-03-04,Buffalo,Miami OH,153,145.5,157.3,78.1,11.8,True
2025-03-04,Nevada,New Mexico,138,141.5,153.5,77.8,12.0,False
2025-03-04,Northern Illinois,Bowling Green,129,136.0,148.1,76.7,12.1,False
2025-03-04,Kentucky,LSU,159,148.0,160.1,76.3,12.1,True
2025-03-04,Colorado St.,San Jose St.,139,141.5,153.4,76.0,11.9,False
2025-03-04,Oakland,Green Bay,168,143.5,155.3,77.2,11.8,True
2025-03-04,UNLV,San Diego St.,141,127.0,139.0,82.9,12.0,True
2025-03-04,Dayton,Saint Louis,142,145.5,157.3,84.6,11.8,False
2025-03-04,Seton Hall,Creighton,140,131.0,142.9,78.8,11.9,True
2025-03-04,Vanderbilt,Arkansas,167,147.0,159.0,80.1,12.0,True
2025-03-04,Georgia Tech,Miami FL,163,149.5,161.5,73.7,12.0,True
2025-03-04,Duquesne,VCU,133,134.5,146.6,83.7,12.1,False
2025-03-04,Loyola MD,Lehigh,150,138.5,150.4,80.9,11.9,True
2025-03-04,Virginia,Florida St.,117,135.5,147.7,80.7,12.2,False
2025-03-04,Utah,West Virginia,140,131.5,143.5,83.1,12.0,True
2025-03-04,Northern Kentucky,Detroit Mercy,174,134.5,146.7,77.7,12.2,True
2025-03-04,Wright St.,IU Indy,183,160.0,172.1,75.2,12.1,True
2025-03-03,Lamar,Nicholls St.,118,132.5,144.4,80.0,11.9,False
2025-03-03,North Carolina Central,Norfolk St.,178,146.5,158.6,81.5,12.1,True
2025-03-03,East Texas A&M,Houston Christian,122,131.0,143.2,82.5,12.2,False
2025-03-03,Coppin St.,Maryland Eastern Shore,131,130.5,142.6,77.1,12.1,True
2025-03-03,North Texas,Wichita St.,134,130.5,142.3,83.8,11.8,True
2025-03-03,Bethune Cookman,Grambling St.,149,128.5,140.3,82.0,11.8,True
2025-03-03,Portland St.,Sacramento St.,115,131.0,143.2,80.5,12.2,False
2025-03-03,Weber St.,Northern Colorado,131,145.5,157.7,78.1,12.2,False
2025-03-03,Texas A&M Corpus Chris,New Orleans,157,145.5,157.6,76.8,12.1,True
2025-03-03,Florida Gulf Coast,Queens,136,145.0,156.8,78.5,11.8,False
2025-03-03,UT Rio Grande Valley,Southeastern Louisiana,153,145.5,157.3,83.0,11.8,True
2025-03-03,Northwestern,UCLA,142,133.0,145.0,81.5,12.0,True
2025-03-03,Florida A&M,Southern,143,137.5,149.7,77.8,12.2,True
2025-03-03,Lipscomb,Central Arkansas,150,141.0,153.0,76.5,12.0,True
2025-03-03,Idaho St.,Northern Arizona,161,142.5,154.3,79.2,11.8,True
2025-03-03,Houston,Kansas,124,130.5,142.3,71.9,11.8,False
2025-03-03,Alcorn St.,Texas Southern,134,129.5,141.6,79.9,12.1,True
2025-03-03,Jacksonville,Eastern Kentucky,145,142.0,154.2,78.7,12.2,True
2025-03-03,Montana St.,Idaho,135,145.0,156.8,87.2,11.8,False
2025-03-03,Jackson St.,Prairie View A&M,162,143.0,155.0,73.4,12.0,True
2025-03-03,Northwestern St.,Incarnate Word,130,136.0,148.0,82.2,12.0,False
2025-03-03,Morgan St.,Delaware St.,168,153.0,165.0,77.4,12.0,True
2025-03-03,North Alabama,Austin Peay,154,144.0,156.0,78.1,12.0,True
2025-03-03,Stephen F. Austin,McNeese St.,159,131.5,143.3,76.6,11.8,True
2025-03-03,South Carolina St.,Howard,148,145.5,157.5,79.8,12.0,True
2025-03-03,Montana,Eastern Washington,155,146.5,158.7,79.5,12.2,True
2025-03-03,Duke,Wake Forest,153,139.0,150.8,76.5,11.8,True
2025-03-02,Belmont,Murray St.,130,145.0,157.0,80.6,12.0,False
2025-03-02,Drake,Missouri St.,128,123.0,135.2,76.8,12.2,True
2025-03-02,Niagara,Manhattan,155,149.0,160.8,81.8,11.8,True
2025-03-02,UTSA,Rice,140,145.5,157.4,78.3,11.9,False
2025-03-02,Merrimack,Quinnipiac,136,130.5,142.3,79.6,11.8,True
2025-03-02,Bradley,Northern Iowa,129,137.5,149.3,77.3,11.8,False
2025-03-02,UAB,Memphis,169,155.0,166.8,81.6,11.8,True
2025-03-02,Mount St. Mary's,Siena,164,137.0,148.8,77.1,11.8,True
2025-03-02,Illinois St.,Evansville,115,139.0,151.0,75.7,12.0,False
2025-03-02,Indiana St.,Southern Illinois,172,155.0,167.0,77.0,12.0,True
2025-03-02,Canisius,Iona,134,140.5,152.7,79.7,12.2,False
2025-03-02,Sacred Heart,Fairfield,145,144.0,155.9,78.7,11.9,True
2025-03-02,Michigan,Illinois,166,150.5,162.3,75.2,11.8,True
2025-03-02,East Carolina,Charlotte,154,142.0,153.8,80.8,11.8,True
2025-03-02,South Florida,Florida Atlantic,132,146.0,158.0,77.0,12.0,False
2025-03-02,Liberty,Kennesaw St.,165,140.0,151.8,78.8,11.8,True
2025-03-02,Cornell,Princeton,172,152.0,164.2,82.7,12.2,True
2025-03-02,Michigan St.,Wisconsin,133,142.0,153.8,80.1,11.8,False
2025-03-02,Kansas St.,Colorado,121,132.5,144.3,79.0,11.8,False
2025-03-02,Marist,Saint Peter's,109,119.0,130.8,78.8,11.8,False
2025-03-02,Illinois Chicago,Valparaiso,150,146.0,158.1,80.6,12.1,True
2025-03-01,UTEP,Middle Tennessee,151,141.5,153.4,82.4,11.9,True
2025-03-01,Iowa St.,Arizona,151,150.0,161.8,77.3,11.8,True
2025-03-01,Saint Louis,Loyola Chicago,165,139.5,151.7,78.7,12.2,True
2025-03-01,Charleston,Campbell,152,137.0,149.0,75.9,12.0,True
2025-03-01,East Texas A&M,Incarnate Word,143,137.5,149.7,80.0,12.2,True
2025-03-01,Sacramento St.,Montana St.,147,134.0,145.8,81.7,11.8,True
2025-03-01,IU Indy,Wright St.,175,159.5,171.5,75.3,12.0,True
2025-03-01,Utah,Arizona St.,172,145.5,157.6,76.9,12.1,True
2025-03-01,Bowling Green,Ball St.,113,140.0,152.1,80.7,12.1,False
2025-03-01,Milwaukee,Detroit Mercy,156,138.5,150.5,77.2,12.0,True
2025-03-01,Buffalo,Toledo,161,155.5,167.5,77.4,12.0,True
2025-03-01,Towson,Hampton,147,133.5,145.6,80.3,12.1,True
2025-03-01,Kansas,Texas Tech,151,144.0,156.1,71.7,12.1,True
2025-03-01,Oregon,USC,143,145.5,157.5,82.5,12.0,False
2025-03-01,Seattle,Grand Canyon,123,134.0,146.0,79.7,12.0,False
2025-03-01,Portland St.,Montana,155,141.0,153.2,79.8,12.2,True
2025-03-01,Stonehill,Le Moyne,164,150.5,162.3,80.5,11.8,True
2025-03-01,Mississippi Valley St.,Arkansas Pine Bluff,141,139.0,150.8,72.9,11.8,True
2025-03-01,Navy,Loyola MD,149,139.5,151.4,81.2,11.9,True
2025-03-01,South Carolina St.,Norfolk St.,179,140.5,152.4,81.0,11.9,True
2025-03-01,Army,Lehigh,156,141.0,152.9,74.4,11.9,True
2025-03-01,Mississippi St.,LSU,150,142.5,154.6,79.1,12.1,True
2025-03-01,Duke,Florida St.,165,144.5,156.5,75.4,12.0,True
2025-03-01,Cal St. Northridge,UC Santa Barbara,180,147.0,159.1,79.2,12.1,True
2025-03-01,Winthrop,UNC Asheville,193,155.0,166.8,72.4,11.8,True
2025-03-01,Florida A&M,Grambling St.,141,134.5,146.6,79.4,12.1,True
2025-03-01,Xavier,Creighton,144,146.5,158.7,85.8,12.2,False
2025-03-01,San Diego,Portland,162,150.5,162.3,76.2,11.8,True
2025-03-01,Alcorn St.,Prairie View A&M,126,139.0,150.8,73.6,11.8,False
2025-03-01,Hofstra,North Carolina A&T,119,128.0,140.0,80.0,12.0,False
2025-03-01,BYU,West Virginia,133,138.0,150.1,83.9,12.1,False
2025-03-01,UC San Diego,Cal St. Fullerton,155,133.5,145.4,78.1,11.9,True
2025-03-01,Dartmouth,Brown,136,132.5,144.4,80.0,11.9,True
2025-03-01,Duquesne,George Mason,153,126.0,138.1,82.3,12.1,True
2025-03-01,Holy Cross,Bucknell,175,141.0,153.2,78.8,12.2,True
2025-03-01,South Dakota,North Dakota,171,166.5,178.3,80.3,11.8,True
2025-03-01,Colorado St.,Utah St.,159,151.0,162.8,78.7,11.8,True
2025-03-01,Washington,Indiana,140,142.0,153.8,82.8,11.8,False
2025-03-01,Cal Poly,Cal St. Bakersfield,170,157.5,169.5,79.9,12.0,True
2025-03-01,UT Arlington,Abilene Christian,129,138.0,149.9,81.1,11.9,False
2025-03-01,USC Upstate,Longwood,149,152.0,164.0,77.7,12.0,False
2025-03-01,Colgate,American,126,137.5,149.7,78.9,12.2,False
2025-03-01,Tennessee St.,Southern Indiana,143,144.0,155.8,81.5,11.8,False
2025-03-01,Northern Arizona,Northern Colorado,156,149.5,161.3,78.2,11.8,True
2025-03-01,New Mexico St.,Western Kentucky,112,132.5,144.5,77.6,12.0,False
2025-03-01,Utah Tech,Cal Baptist,118,139.5,151.4,80.1,11.9,False
2025-03-01,UC Irvine,Long Beach St.,130,134.0,145.8,76.4,11.8,False
2025-03-01,SIU Edwardsville,Little Rock,138,128.5,140.4,74.8,11.9,True
